course_name,tsne_1,tsne_2,color,link,total_enrollment,rating
Dirección de Cámara: Alturas y Angulaciones,4.10147707773,3.22128695208,#f98174,https://www.udemy.com/direccion-de-camara-alturas-y-angulaciones/,0,0
Mejores calificaciones usando tu dispositivo móvil,4.10153469508,3.22130459292,#f98174,https://www.udemy.com/mejores-calificaciones-usando-tu-dispositivo-movil/,0,0
Cómo inspirar y motivar a tus alumnos enseñando Matemática,4.10118400741,3.22159508209,#f98174,https://www.udemy.com/como-inspirar-y-motivar-a-tus-alumnos-ensenando-matematica/,0,0
Diseño de Sistemas de Drenaje Urbano,4.10147360611,3.22159371397,#f98174,https://www.udemy.com/diseno-de-sistemas-de-drenaje-urbano/,0,0
Guión de Cine: Estructura Narrativa Clásica - Segundo Acto,4.10147612039,3.22128636837,#f98174,https://www.udemy.com/guion-de-cine-estructura-narrativa-clasica-segundo-acto/,0,0
Cómo ser excelente alumno Curso Introductorio,4.1014793269,3.22336974738,#f98174,https://www.udemy.com/como-ser-excelente-alumno-curso-introductorio/,0,0
Aprenda acordes y ritmos básicos para la guitarra acústica,4.10152580556,3.22160141889,#f98174,https://www.udemy.com/aprenda-a-tocar-la-guitarra-acustica-primer-nivel/,0,0
Como Mejorar Tu Voz y Vencer Todos Tus Miedos: Locución PRO,4.10132786032,3.22148109932,#f98174,https://www.udemy.com/aprende-locucion-y-mejora-tu-voz/,0,0
13 pasos para hablar en público (13 PASOS),4.10130590155,3.22129384983,#f98174,https://www.udemy.com/13-pasos-para-hablar-en-publico-13-pasos/,0,0
Mejora tu capacidad de cálculo con el Ábaco Soroban,4.08908703033,3.27150428064,#f98174,https://www.udemy.com/curso-online-de-abaco-soroban/,0,0
Desarrollo de ideas innovadoras para la docencia efectiva,4.10147835681,3.22129267992,#f98174,https://www.udemy.com/desarrollo-de-ideas-innovadoras-para-la-docencia-efectiva/,129,96
Kinesiotaping Avanzado,4.10109894411,3.2213634755,#f98174,https://www.udemy.com/kinesiotaping-avanzado/,28,100
integrales multiples,4.23135879627,3.37477065752,#f98174,https://www.udemy.com/integrales-multiples/,-1,91
Taller de ANDROID. Leer ficheros XML de un servidor remoto,4.30115267819,3.00761829707,#f98174,https://www.udemy.com/taller-de-android-leer-ficheros-xml-de-un-servidor-remoto/,-1,100
Desarrollo Web con Spring,3.42538451605,3.12291202737,#f98174,https://www.udemy.com/desarrollo-web-con-spring/,61,100
Apple Watch - Desarrollo con WatchKit en Swift,4.37364438734,2.91938969996,#f98174,https://www.udemy.com/apple-watch-desarrollo-con-watchkit-en-swift/,152,80
Presentaciones de alto impacto,4.10153428699,3.22162721885,#f98174,https://www.udemy.com/presentaciones-de-alto-impacto/,6,80
Etkili Konuşma (Effective Speaking),4.10147586161,3.22124058661,#f98174,https://www.coursera.org/course/etkilikonusma,0,0
Lumen 5.1 y Homestead de Laravel: Crea una API RESTful,2.15467500046,2.9972734531,#f98174,https://www.udemy.com/api-restful-lumen-homestead-laravel/,55,100
Financie seu Sonho: Como Buscar Recursos para Seu Negócio,4.10147531753,3.22124057077,#f98174,https://www.udemy.com/acesso-a-capital-como-buscar-recursos-para-seu-negocio/,0,0
Todos Podemos Asistir a la Universidad!,4.10147594022,3.2212345925,#f98174,https://www.udemy.com/todos-podemos-asistir/,75,100
Aprende a maquetar: HTML & CSS,1.86241382005,2.9605543567,#f98174,https://www.udemy.com/aprende-a-maquetar-html-css/,-1,50
Optimiza la Velocidad Web en WordPress,1.79113647966,2.94695027499,#f98174,https://www.udemy.com/optimiza-la-velocidad-web-en-wordpress/,285,100
Matemática Financeira ,4.40412550213,4.18139126121,#f98174,https://www.udemy.com/matematica-financeira2/,0,0
Swift para Desarrolladores Objective-C,3.86038113605,3.17455131848,#f98174,https://www.udemy.com/swift-para-desarrolladores-objective-c-agbo/,-1,75
Master Website Development Using HTML & CSS-español,3.86037959852,3.17573419891,#f98174,https://www.udemy.com/master-website-development-using-html-css-espanol/,0,0
iOS para Apps,4.82949669086,-0.678553175088,#f98174,https://www.udemy.com/ios-para-apps/,-1,0
Depression Help: Overcome Depression Naturally in 30 Days,5.40555834401,1.53950917635,#f98174,https://www.udemy.com/how-to-cure-depression-naturally-stop-being-depressed/,2392,98
Desarrollo de Videojuegos en Unity 3d 4.3 y 5,3.87823385601,3.71994238668,#f98174,https://www.udemy.com/desarrollo-de-videojuegos-en-unity-3d/,282,88
Aprenda PHP em 178 videoaulas,6.02940621128,3.30235980377,#f98174,https://www.udemy.com/php-basico-neri/,-1,0
Iníciate en IOS con tu iPad/iPhone,4.82427873643,-0.753903808386,#f98174,https://www.udemy.com/iniciateenios7/,0,0
Introducción a la Economía,3.82141902459,3.17447046039,#f98174,https://www.udemy.com/introduccion-a-la-economia/,0,0
Recursos digitales para desarrollar Inteligencias Múltiples,3.82196081605,3.15816121725,#f98174,https://www.udemy.com/recursos-digitales-para-desarrollar-inteligencias-multiples/,0,0
Bases del desarrollo web,1.1853842859,2.73125764306,#f98174,https://www.udemy.com/bases-del-desarrollo-web/,308,93
"Desarrollo de Videojuegos para iOS, Android y BlackBerry10",4.81274206212,-0.848621689652,#f98174,https://www.udemy.com/juegos-para-ios-android-blackberry10-html5/,196,98
"HTML5, CSS3 y Javascript",1.13453922057,2.66047456056,#f98174,https://www.udemy.com/html5-css3-y-javascript/,37,0
להכנס להריון באופן טבעי בעזרת שיטת מודעות לפוריות ,2.77756423635,3.31376317496,#f98174,https://www.udemy.com/pregnantnow/,0,0
"O que é Yoga, do Sagrado à Era dos Apps ?",4.80514762156,8.95404416337,#f98174,https://www.udemy.com/o-que-e-yoga-do-sagrado-a-era-dos-apps/,0,0
Aprende todos los secretos de la salsa para piano,6.80911144236,12.645913413,#f98174,https://www.udemy.com/aprende-a-tocar-salsa-en-el-piano/,5,0
Programación Android 04 Ciclo de vida de una actividad,4.67503132384,-1.49703472841,#f98174,https://www.udemy.com/programacion-android-04/,0,0
Toque teclado: os primeiros passos,6.47220006711,12.0451699854,#f98174,https://www.udemy.com/toque-teclado-os-primeiros-passos/,-1,0
Aprende a tocar el acordeón de botones,2.53643105658,6.69984803448,navy,https://www.udemy.com/aprende-a-tocar-el-acordeon-de-botones/,0,0
Produção de podcasts nos moldes do Escriba Cafe,4.39061115033,4.58726721154,navy,https://www.udemy.com/producao-de-podcasts/,0,0
La Communication Non Verbale ,-0.0213471443037,4.93112359964,navy,https://www.udemy.com/la-communication-non-verbale/,-1,60
Aprende a tocar ritmos latinos en el teclado,2.51867638547,6.7098994539,#994ea1,https://www.udemy.com/aprende-a-tocar-ritmos-latinos-en-el-teclado/,5,0
Biologia - Intensivo para Enem e Vestibulares,2.63759082037,6.75576831974,navy,https://www.udemy.com/biologia-intensivo-para-enem-e-vestibulares/,-1,0
5 principi per realizzare e tenere presentazioni persuasive,4.85084949131,-0.40878645209,navy,https://www.udemy.com/5-principi-per-realizzare-e-tenere-presentazioni-persuasive/,-1,90
Java SE II,2.75777783951,-5.21439300595,navy,https://www.udemy.com/java-se-ii/,-1,0
Easy-2-Dance-Hip-Hop|The Ultimate Hip Hop Dance Course,3.05710834913,2.29384782524,navy,https://www.udemy.com/easy2dancehiphop/,423,100
Crear Video Juegos sin saber Programar con Construct 2,3.01257512792,-5.15638637784,navy,https://www.udemy.com/crear-video-juegos-sin-saber-programar-con-construct-2/,29,90
Evaluation financière de l'entreprise,-0.598345442261,4.89999429382,navy,https://www.coursera.org/course/evaluation,0,0
The Olympic Games and the Media,-9.15179596219,2.03894959241,navy,https://www.coursera.org/course/olympicgames,0,0
Aprende a tocar la flauta dulce de forma sencilla y gradual,2.50210356388,6.73088962853,#994ea1,https://www.udemy.com/aprende-a-tocar-la-flauta-dulce-curso-en-video/,5,0
Dance Floor Game/Club Seduction,4.31649694638,2.58812668704,navy,https://www.udemy.com/dance-floor-game-club-seduction/,525,100
Salsa dancing from Start-to-Star!,2.26817049806,1.58095099457,navy,https://www.udemy.com/salsa-dancing-from-start-to-star/,1111,97
Hip Hop Dance Foundation - Breakdancing,-3.22569665996,13.5749969822,navy,https://www.udemy.com/breakdancing/,626,100
How To Rap Like A Pro - 8 Steps To Rapping Like The Pros,3.68168382164,2.11113681537,navy,https://www.udemy.com/how-to-rap-better-than-the-pros/,425,96
Položi Matematiku 2 na idućem roku! Lakše je nego što misliš,13.9018940615,0.343276548439,navy,https://www.udemy.com/rgn-matematika2-kolokvij2/,0,0
Kits de técnicas para la comunicación oral,8.92176168204,-3.80464889564,#fdfb32,https://www.udemy.com/kits-de-tecnicas-para-la-comunicacion-oral/,0,0
Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,3.43924201428,9.47091800604,navy,https://www.udemy.com/einnahmen-aus-udemy-kursen-als-dozent-korrekt-versteuern/,-1,100
Abortion: Quality Care and Public Health Implications,-11.9458836778,1.34698262077,#f481bd,https://www.coursera.org/course/abortion,0,0
Learn How To Freestyle Rap And Write Great Rap Lyrics,5.39942072044,0.933176137571,navy,https://www.udemy.com/how-to-freestyle-rap/,1208,95
元スターバックス日本代表 岩田松雄のリーダーに贈る言葉,-3.83356345059,14.0496882832,#fed82f,https://www.udemy.com/bc15_business_iwata_001/,0,0
Dance Floor Confidence | How to Dance at a Club - for Men,5.34970313589,1.81569035826,navy,https://www.udemy.com/how-to-dance-at-a-club/,1484,98
Ahora aprende a tocar jazz en el piano,7.74568454519,13.8820869465,#8dd3c7,https://www.udemy.com/ahora-aprende-a-tocar-jazz-en-el-piano/,3,0
"How To Club Dance-Crash Course For Men|Openers, Basic Moves",-2.12946915456,0.184839281902,navy,https://www.udemy.com/how-to-club-dance-crash-course-for-men/,641,93
Become a confident Strategic Thinker,-1.32064250482,7.43777320268,navy,https://www.udemy.com/key-thinking-techniques/,734,100
Bölme-Bölünebilme,-0.145189342412,-9.72072069551,navy,https://www.udemy.com/bolme-bolunebilme/,0,0
Tai Chi Combat,-5.55328883475,-0.881318848799,#b3b3b3,https://www.udemy.com/free-tai-chi-lesson/,2403,86
International Business I - Negocios Internacionales I,-10.5597543486,1.04243859979,#f481bd,https://www.coursera.org/course/globalbusiness,0,0
International Business II - Negocios Internacionales II,-10.5363353681,-3.49901790947,navy,https://www.coursera.org/course/globalbusiness2,0,0
The Emergency Medical System,-6.54516943099,4.78934290895,navy,https://www.udemy.com/the-emergency-medical-system/,968,95
Major Depression in the Population: A Public Health Approach,-12.9396789102,3.43355130036,#f481bd,https://www.coursera.org/course/pmhdepression,0,0
How To Breakdance Mini-Course,5.43007454354,1.72453018754,#bfbbd9,https://www.udemy.com/b-boybreakdance-mini-course/,1547,100
Hip Hop Dance For Beginners,5.61958201864,3.7356724729,navy,https://www.udemy.com/hip-hop-dance-for-beginners/,1034,100
Couples Massage - Learn How to Connect and Soothe,-4.08763763209,15.7645872142,#fed82f,https://www.udemy.com/couplesmassage/,886,90
Award Winning Isla Verde Spa Relaxation Massage Masterclass,8.52546796127,2.557049007,navy,https://www.udemy.com/award-winning-isla-verde-spa-relaxation-massage-masterclass/,612,100
Learn How to Breakdance and Rule The Dance Floor,5.36220886924,1.89448883722,#bfbbd9,https://www.udemy.com/how-to-breakdance-for-beginners/,1600,98
Fiverr Freaks Take Over,-2.14381252618,-0.373517891121,navy,https://www.udemy.com/fiverr-freaks-take-over/,311,100
The Most Important Techniques of Brazilian Jiu Jitsu,-2.11639505735,12.3040447328,navy,https://www.udemy.com/the-most-important-techniques-of-brazilian-jiu-jitsu/,191,94
Investiere in Tax Liens-Hohe Zinsen gesetzl. festgeschrieben,2.93358963272,9.63158313044,#4dae4a,https://www.udemy.com/investiere-online-und-erhalte-zinsen-von-25-in-dollar/,-1,100
What Is Acupressure?,11.8092091129,7.7848234396,#fa8d62,https://www.udemy.com/what-is-acupressure/,1494,74
"Spanish 1-4: Beginner, Elementary, Intermediate and Advanced",-3.33246128054,7.07240962115,#377eb7,https://www.udemy.com/spanish-101-beginning-spanish-spanish-for-beginners/,2935,77
Entrepreneurial Strategic Management,-11.7344989946,-6.34857712573,#e41a1c,https://www.coursera.org/course/entstrategicmgmt,0,0
Sıfırdan Türkçe İos Programlama Öğrenin,0.317538867227,-16.4428563535,#e4c394,https://www.udemy.com/sifirdan-ios-programlama-ogrenin/,0,0
Java Programmierung: Erstelle perfekte GUI Apps mit JavaFX,1.89578456262,-11.3262122702,navy,https://www.udemy.com/javafx-gui-entwicklung/,-1,100
.Net 4.0 ile Dinamik Web Sitesi 1,-0.105053580366,-16.8179530755,#e4c394,https://www.udemy.com/dot-net-ile-dinamik-web-sitesi-1/,-1,0
Crea Sito + Ecommerce Joomla/WP sfruttando Servizi Gratuiti,16.0439555794,0.8842660143,#a6d853,https://www.udemy.com/crea-sito-web-gratis/,-1,80
JUST BREAK | The Hidden Methods of How to Break Dance,2.35111364503,-1.48946240868,navy,https://www.udemy.com/just-break-the-hidden-secrets-of-how-to-break-dance/,375,100
Vertigo Treatment: DIY Get Rid of Vertigo at Home. ,7.95894823886,6.76586331898,navy,https://www.udemy.com/acupressure-to-get-rid-of-vertigo-at-home-guarantee/,625,100
.Net 4.0 ile Dinamik Web Sitesi 2,-0.308346782903,-16.9781277646,#e4c394,https://www.udemy.com/dot-net-ile-dinamik-web-sitesi-2/,-1,0
Learn Thai Yoga Massage ,9.14406167282,7.50892475167,navy,https://www.udemy.com/learn-thai-yoga-massage-for-giving-and-receiving-more-love/,277,90
Fang Song Gong,8.67279018236,7.21634845773,navy,https://www.udemy.com/fang-song-gong/,4,0
The Art of Communications - Become A Master Communicator,-2.02273994931,-0.398302903059,navy,https://www.udemy.com/the-art-of-communications/,1981,97
Self-Massage For Improved Blood Circulation,12.1467724718,8.90435378942,#fa8d62,https://www.udemy.com/self-massage-for-improved-blood-circulation/,1114,89
Digital Systems - Sistemas Digitales: De las puertas lógicas al procesador,-9.10563767978,1.50303827408,#f481bd,https://www.coursera.org/course/digitalsystems,0,0
Pole Dancing Video Course with Noelle Wood,-13.3521511527,7.79997104841,#8d9fca,https://www.udemy.com/poledancing/,117,100
JavaFX 8 - Der Einstieg in die Java-GUI Programmierung,2.92154668214,9.63154758471,#4dae4a,https://www.udemy.com/javafx-gui/,-1,100
Learn How To Wave|Easy-2-Wave (Street Dance Course),2.81347251581,6.06741978424,navy,https://www.udemy.com/easy2wave/,1025,100
"Certified Massage Course, Myofascial Energetic Release",11.9876507929,8.13254901959,#fa8d62,https://www.udemy.com/myofascial-energetic-release-bodywork-massage/,2050,100
Fun With Brazilian Portuguese ,0.194865740104,5.18456601071,navy,https://www.udemy.com/colloquial-brazilian-portuguese/,496,100
How to Predict Economic Depressions and Protect Your Savings,-9.68748511928,-3.79780731172,navy,https://www.udemy.com/protect-your-savings/,22,100
Anleitung zum Erstellen eines Udemy-Kurses,2.85349554533,9.67581063357,#4dae4a,https://www.udemy.com/offizieller-udemy-dozenten-kurs/,-1,76
Advanced Meditation Series For Creating Wealth,11.3661009706,6.95119842022,#fa8d62,https://www.udemy.com/tapping-into-wealth/,423,0
How To Reprogram Your Mind In 60 Seconds or Less,11.7295434156,6.23465653564,#fa8d62,https://www.udemy.com/how-to-reprogram-your-mind-in-60-seconds-or-less/,1975,97
Sleep Better Tonight,-1.42128243626,13.8485130754,navy,https://www.udemy.com/sleep-soundly/,508,0
Automation Testing Using Junit,-1.87673713662,-17.8360762554,#e4c394,https://www.udemy.com/automation-testing-using-junit/,629,80
Play Guitar and Understand Music Quick & Easy in 28 Days!,7.64475305402,1.47982592563,navy,https://www.udemy.com/how-to-play-guitar-really-understand-music/,686,99
Seven Secrets to Hitting a Baseball,2.32125791031,-1.97032481258,navy,https://www.udemy.com/seven-secrets-of-hitting/,77,100
Effective Gradle Implementation,-3.16963688936,-14.6356163852,#e4c394,https://www.udemy.com/effective-gradle-implementation/,72,20
Cluster Analysis in Data Mining,2.06114479902,13.8831351348,#a7572b,https://www.coursera.org/course/clusteranalysis,0,0
Deliver Value: A Cash Source Crash Course,-6.59919097902,-10.3709416096,#ff8100,https://www.udemy.com/deliver-value-sales-success-webinar-series/,229,100
Poisonings in the Home and Community: Assessment and Emergency Response,-6.56600068287,4.92438282235,#377eb7,https://www.coursera.org/course/poisonings,0,0
Learn How to Breakdance (Breaking)- for complete beginners,2.90290908533,2.17578054873,#bfbbd9,https://www.udemy.com/learn-how-to-breakdance-breaking-for-complete-beginners/,288,100
How to Cure Irritable Bowel Syndrome in 10 Days,5.63281315247,-2.54839413391,navy,https://www.udemy.com/how-to-cure-irritable-bowel-syndrome/,1263,76
Learn How to Use Level 2 Quotes,6.18791704596,5.82327147588,navy,https://www.udemy.com/learn-level-2/,57,100
特別無料：明日から使える！ 英語スモールトーク術,6.15493592129,5.8280173864,navy,https://www.udemy.com/berlitzjapan1/,0,0
活用希臘哲學 (Understanding the Greek Philosophy),6.27979435269,5.71023641642,navy,https://www.coursera.org/course/ntuugp,0,0
電磁學(Electromagnetics),6.28670504025,5.70263529609,navy,https://www.coursera.org/course/ntuem,0,0
【限定無料】外資系コンサル御用達！清水久三子の資料作成・インパクト図解術【入門編】,6.28597470659,5.70087735973,navy,https://www.udemy.com/bc15_communications_shimizu_001/,0,0
极速架站：Wordpress初学者入门实作课程,6.15591034658,5.82863540496,navy,https://www.udemy.com/quickstarter-wordpress/,0,0
唐诗宋词人文解读 Appreciation of Tang and Song Poetry,6.20670874743,5.82620978726,navy,https://www.coursera.org/course/sjtuch902,0,0
Financial Markets 金融市场（中文版）,6.18843931022,5.82573070863,navy,https://www.coursera.org/course/financialmarketszh,0,0
面向对象技术高级课程（The Advanced Object-Oriented Technology）,6.28670504485,5.70263526801,navy,https://www.coursera.org/course/aoo,0,0
外資系コンサル御用達！清水久三子の資料作成・インパクト図解術【図解編】,6.18777281841,5.8233516744,navy,https://www.udemy.com/bc15_businesscommunication_shimizu_003/,0,0
算法设计与分析   Design and Analysis of Algorithms,6.28597470659,5.70087735973,navy,https://www.coursera.org/course/algorithms,0,0
Сравнительная политика (Comparative Politics),6.28671942519,5.70177101649,navy,https://www.coursera.org/course/compol,0,0
电磁学,6.28671942519,5.70177101649,navy,https://www.coursera.org/course/electromagnetism,0,0
The Beauty of Kunqu Opera | 崑曲之美,6.28597470659,5.70087735973,navy,https://www.coursera.org/course/kunqu,0,0
TIMFundamentals,6.18778230973,5.82374520414,navy,https://www.udemy.com/timfundamentals/,51,100
操作系统与虚拟化安全,6.19634205368,5.82912794645,navy,https://www.coursera.org/course/osvirtsecurity,0,0
東亞儒學─孟子：1 (East Asian Confucianisms: Mencius 1),6.28671942521,5.70177101641,navy,https://www.coursera.org/course/mencius1,0,0
احترف التعامل مع قواعد البيانات بلغة swift,6.08287314643,5.7305056027,navy,https://www.udemy.com/database-on-web-arabic/,0,0
外資系コンサル御用達！清水久三子の資料作成・インパクト図解術【メッセージ編】,6.17645499823,5.82475288576,navy,https://www.udemy.com/bc15_businesscommunication_shimizu_004/,0,0
Top-BOSS 投資觀點一看就懂-選擇權,6.28879944699,5.71115389955,navy,https://www.udemy.com/top-boss_ipo/,0,0
北尾まどかの”Let’s start! どうぶつしょうぎ”@ねこまど,6.15586301154,5.82662472213,navy,https://www.udemy.com/bc15_shogi_nekomado_003/,0,0
食品安全與毒理 (Food Safety & Toxicology),6.28879944157,5.71115389658,navy,https://www.coursera.org/course/foodsafetytox,0,0
微積分-不定積分篇 Calculus-Indefinite Integrals,6.28815368129,5.70066656866,navy,https://www.udemy.com/calculus-indef/,0,0
Top-BOSS 青年创业之道,6.17948722732,5.77456501828,navy,https://www.udemy.com/top-boss_entrepreneur/,0,0
Основы комбинаторики (Introduction to combinatorics),4.2376364452,9.08953043421,navy,https://www.coursera.org/course/combinatorics,0,0
中國古代歷史與人物－－秦始皇,6.2859747066,5.70087735972,navy,https://www.coursera.org/course/chinesehistory,0,0
Aprende a tocar la guitarra,6.15593849074,5.82871601394,navy,https://www.udemy.com/aprende-a-tocar-la-guitarra/,5,0
艺术史,6.07084531216,5.72445642623,navy,https://www.coursera.org/course/arthistory,0,0
程序设计实习 / Practice on Programming,6.28787529334,5.70131341293,navy,https://www.coursera.org/course/pkupop,0,0
市场营销概论 (中文版）,6.28596103252,5.70085159342,navy,https://www.coursera.org/course/whartonmarketingzh,0,0
"""天衣無縫""　佐藤康光の「端歩」／将棋講座 ＠ねこまど",6.28645359837,5.70178292331,navy,https://www.udemy.com/bc15_shogi_nekomado_001/,0,0
刑法学总论 Criminal Law,6.28597470659,5.70087735973,navy,https://www.coursera.org/course/criminallaw,0,0
Электричество и магнетизм. Часть 1 (Electricity and Magnetism. Part 1),6.17912445896,5.77469842393,navy,https://www.coursera.org/course/electricity,0,0
ギャップトレーディング v2.0｜セッションの隙間をついて短期トレードで収益を上げる,6.20670788965,5.82620879963,navy,https://www.udemy.com/gaptrading/,0,0
Заработать на микрокредитах просто. Работа не выходя из дома,6.08865531026,5.79456237607,navy,https://www.udemy.com/38590000/,0,0
社会调查与研究方法 （上）Methodologies in Social Research (Part I),6.18301060009,5.72637372417,navy,https://www.coursera.org/course/methodologysocial,0,0
紅樓夢二──母神崇拜(The Red Chamber Dream 2),6.28787529335,5.70131341292,navy,https://www.coursera.org/course/rcd2,0,0
病理学基础——损伤的修复,6.09644049476,5.75981764117,navy,https://www.udemy.com/pathology2/,0,0
社会调查与研究方法 （下）Methodologies in Social Research (Part 2),6.18826492618,5.8261944205,navy,https://www.coursera.org/course/methodologysocial2,0,0
TIMRAW,6.28596106043,5.70085156959,navy,https://www.udemy.com/timraw/,24,60
"Thumbs rating system with jQuery, PHP and MySQL",6.18761715166,5.82347030037,navy,https://www.udemy.com/thumbs-rating-system-with-jquery-php-and-mysql/,13106,76
财务会计概论（中文版）,6.18845168076,5.82530093886,navy,https://www.coursera.org/course/whartonaccountingzh,0,0
生物演化,6.28883596414,5.71116437454,navy,https://www.coursera.org/course/biologicalevolution,0,0
外資系コンサル御用達！清水久三子の資料作成・インパクト図解術【まとめパック】,6.2867194252,5.70177101644,navy,https://www.udemy.com/bc15_businesscommunication_shimizu_002/,0,0
中国古代文化,6.20664573356,5.8261405376,navy,https://www.coursera.org/course/pkuacc,0,0
Электричество и магнетизм. Часть 2 (Electricity and Magnetism. Part 2),6.09544336814,5.79613710098,navy,https://www.coursera.org/course/electricity2,0,0
香川愛生の「はじめての将棋」レッスン＠ねこまど,6.08958489192,5.7320038071,navy,https://www.udemy.com/bc15_shogi_nekomado_002/,0,0
TIMFundamentals Part Deux,6.17946217777,5.77465759911,navy,https://www.udemy.com/timfundamentals-part-deux/,65,100
九個步驟快速提昇你的簡報力、溝通力,6.28879946302,5.71115390974,navy,https://www.udemy.com/deeksha168/,0,0
Drupal Theming Essentials,6.08964948689,5.76093754639,navy,https://www.udemy.com/drupal-theming-essentials/,31,0
Best of Livestock,6.1643967701,5.72654601878,navy,https://www.udemy.com/best-of-livestock/,25,0
普通物理學 - 電磁學、光學及近代物理,6.286453594,5.70178293861,navy,https://www.coursera.org/course/genphysem,0,0
TAKA先生のアコースティックギターレッスンⅠ（入門編）,6.28671942522,5.70177101634,navy,https://www.udemy.com/takaacousticguitar/,0,0
Read SEC Filings,6.20670670316,5.82621576079,navy,https://www.udemy.com/read-sec-filings/,49,0
Top-BOSS公司財務輕鬆管,6.28642487471,5.70086122095,navy,https://www.udemy.com/top-boss_sa147/,0,0
关爱生命--实用急救与自救技能,6.28879946301,5.71115390975,navy,https://www.coursera.org/course/sjtufirstaid,0,0
PennyStocking Part Deux: Penny Stock Trading,6.28832120454,5.71049728626,navy,https://www.udemy.com/pennystocking-part-deux/,69,0
流行病学基础（上）,6.28681199553,5.70160902861,navy,https://www.coursera.org/course/bjmuepiabc,0,0
PennyStocking: Penny Stock Trading Secrets,6.18778902366,5.82336708244,navy,https://www.udemy.com/pennystocking/,64,100
医学统计学与SPSS软件（基础篇）,6.09735300714,5.72912347482,navy,https://www.coursera.org/course/medstat,0,0
计算机系统基础（一） ：程序的表示、转换与链接,6.28509285716,5.70172384522,navy,https://www.coursera.org/course/njuics1,0,0
史記（一）（Shi-ji (1) ）,6.28806371814,5.70050629708,navy,https://www.coursera.org/course/shiji,0,0
Zero Sugar Cravings Now! Get Rid of Sugar Addiction Easily,-3.70373453492,13.7722076838,navy,https://www.udemy.com/sugar-detox-rid-sugar-addiction-cravings/,658,100
Guitar Insanity Workout - Eatmystrings!,7.23995110864,13.4676400064,navy,https://www.udemy.com/eatmystrings-guitar-insanity-workout/,2607,90
Reasonable Teaching: The 13x4 to Master The Art of Teaching,-9.43109669899,4.33504606076,navy,https://www.udemy.com/reasonable-teaching-the-13x4-to-master-the-art-of-teaching/,5299,86
Look & Learn - Sylenth1 Sound Design Simplified,-10.5155837953,8.88854483471,navy,https://www.udemy.com/look-learn-sylenth1-sound-design-in-a-week/,978,44
Understanding 9/11: Why Did al Qai’da Attack America?,-11.9938708713,0.548084625783,#f481bd,https://www.coursera.org/course/911aftermath,0,0
Treat & Heal shoulder pain in WEST swimming technique,10.1513807074,6.81745507095,#fa8d62,https://www.udemy.com/treat-heal-shoulder-pain-in-west-swimming-technique/,35,100
Testing Framework TestNG from Scratch with Java,-2.17174206464,-17.9471442865,#e4c394,https://www.udemy.com/learn-testng-testing-framework-from-scratch/,362,85
Learn about How Codependency Develops and How to Avoid It.,-10.3887410481,4.08431952813,navy,https://www.udemy.com/learn-about-how-codependency-develops-and-how-to-avoid-it/,17,100
Learn the benefits of Composer (Dependency Manager for PHP),-2.08083029552,-17.9400281687,#e4c394,https://www.udemy.com/learn-the-benefits-of-composer-dependency-manager-for-php/,22,60
Hypnosis- Get Rid Of Warts Using Self Hypnosis,14.2431415313,9.28952987392,#fa8d62,https://www.udemy.com/hypnosis-get-rid-of-warts-using-self-hypnosis/,402,100
A Hangover Free Life,-2.11866180319,13.5847894007,navy,https://www.udemy.com/ahangoverfreelife/,435,100
